pickup_date,pickup_hour,trip_count,PULocationID_mode,DOLocationID_mode,is_weekend_mode,trip_miles_mean,trip_miles_sum,trip_time_mean,trip_time_sum,base_passenger_fare_mean,base_passenger_fare_sum,tolls_mean,tolls_sum,bcf_mean,bcf_sum,sales_tax_mean,sales_tax_sum,congestion_surcharge_mean,congestion_surcharge_sum,tips_mean,tips_sum,driver_pay_mean,driver_pay_sum,PULocationBorough,PULocationZone,DOLocationBorough,DOLocationZone
2024-07-16,8,9440,112,265,False,4.181371504237288,39472.147,1197.003813559322,11299716,24.167742584745763,228143.49,0.8624194915254237,8141.24,0.6731165254237288,6354.22,2.020488347457627,19073.41,1.0793167372881356,10188.75,1.2170254237288134,11488.72,18.39543008474576,173652.86,Brooklyn,Greenpoint,,Outside of NYC
2024-07-16,9,8738,138,265,False,4.005528953994049,35000.312,1182.7766079194323,10335102,24.06109521629664,210245.85,0.7800926985580224,6816.45,0.6702666514076447,5856.79,2.044287022201877,17862.98,1.1156729228656443,9748.75,1.295944151979858,11323.96,17.948442435339892,156833.49,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,10,7025,138,265,False,4.378762419928826,30760.806,1217.1900355871885,8550760,24.8115359430605,174301.04,0.9529978647686832,6694.81,0.696091103202847,4890.04,2.107197153024911,14803.06,1.0130960854092528,7117.0,1.4089209964412812,9897.67,18.664768683274023,131120.0,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,11,6512,138,138,False,4.402427211302212,28668.606,1241.0850737100736,8081946,25.284648341523344,164653.63,0.9614127764127764,6260.72,0.7105190417690417,4626.9,2.1491385135135137,13995.19,1.070101351351351,6968.5,1.5126996314496317,9850.7,18.959414926289927,123463.71,Queens,LaGuardia Airport,Queens,LaGuardia Airport
2024-07-16,12,6152,138,265,False,4.749216677503251,29217.181,1298.0529908972692,7985622,27.343028283485044,168214.31,1.1662418725617685,7174.72,0.775050390117035,4768.11,2.307937256176853,14198.43,1.0866791287386215,6685.25,1.6243384265279583,9992.93,20.365853381014304,125290.73,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,13,6470,138,265,False,4.595082071097373,29730.181,1268.3018547140648,8205913,27.05364605873261,175037.09,1.0999891808346214,7116.93,0.7645780525502318,4946.82,2.2626553323029364,14639.38,1.0536707882534777,6817.25,1.5605533230293664,10096.78,19.814956723338486,128202.77,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,14,6863,138,265,False,4.467341104473262,30659.362,1314.2592160862596,9019761,26.788982952061783,183852.79,1.1844645198892614,8128.98,0.7582748069357423,5204.04,2.205244062363398,15134.59,1.010964592743698,6938.25,1.6063281363835058,11024.23,19.87961241439604,136433.78,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,15,6925,138,265,False,4.468825270758123,30946.615,1338.3126353790617,9267815,27.201051263537902,188367.28,1.0949602888086645,7582.6,0.7666122743682311,5308.79,2.24155523465704,15522.77,1.0193862815884476,7059.25,1.6409039711191336,11363.26,20.26251985559567,140317.95,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,16,7412,138,265,False,4.158148812736104,30820.199,1304.113329735564,9666088,25.58692255801403,189650.27,0.9005774419859687,6675.08,0.7159403669724771,5306.55,2.1545507285483003,15969.53,1.0518416082029145,7796.25,1.458302752293578,10808.94,19.319465731246627,143195.88,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,17,8342,246,265,False,3.920033804842963,32700.922,1230.4476144809398,10264394,24.711250299688324,206141.25,0.8356868856389356,6971.3,0.6890805562215296,5748.31,2.0734116518820427,17296.4,1.1716015344042197,9773.5,1.3745001198753295,11466.08,18.29792735555023,152641.31,Manhattan,West Chelsea/Hudson Yards,,Outside of NYC
2024-07-16,18,9277,148,265,False,3.729500485070605,34598.576,1133.8571736552765,10518793,23.728199849089147,220126.51,0.7187840896841651,6668.16,0.6573881642772448,6098.59,1.994801121052064,18505.77,1.315268944701951,12201.75,1.3716416945133123,12724.72,17.270040961517733,160214.17,Manhattan,Lower East Side,,Outside of NYC
2024-07-16,19,9620,148,265,False,4.133102910602911,39760.45,1082.6596673596673,10415186,23.21639189189189,223341.69,0.9708752598752598,9339.82,0.6487214137214137,6240.7,1.8717972972972967,18006.69,1.314397089397089,12644.5,1.2403180873180877,11931.86,17.398175675675677,167370.45,Manhattan,Lower East Side,,Outside of NYC
2024-07-16,20,8041,231,265,False,4.868964929735108,39151.347,1097.934709613232,8828493,24.68010322099241,198452.71,1.314779256311404,10572.14,0.6988782489740083,5619.68,1.9478634498196743,15662.77,1.3054035567715458,10496.75,1.3658450441487378,10982.76,18.54162293247109,149093.19,Manhattan,TriBeCa/Civic Center,,Outside of NYC
2024-07-16,21,8178,138,265,False,4.622118855465884,37799.688,1082.259843482514,8850721,28.152417461482024,230230.47,1.1394974321349962,9318.81,0.7889740767913915,6452.23,2.2020127170457324,18008.06,1.2475544142822206,10202.5,1.459289557348985,11934.07,19.134596478356567,156482.73,Queens,LaGuardia Airport,,Outside of NYC
2024-07-16,22,7949,138,265,False,4.825363190338408,38356.812,1065.8983519939616,8472826,27.32780978739464,217228.76,1.2094804377909172,9614.16,0.7693722480815196,6115.74,2.1713184048307963,17259.81,1.31982010315763,10491.25,1.4938684111208955,11874.76,19.01547867656309,151154.04,Queens,LaGuardia Airport,,Outside of NYC
