datetime,service,total_rideshare_cost_mean,trip_count,trip_miles_mean,trip_time_mean,tips_mean,congestion_surcharge_mean,is_weekend_mode,temp,feelslike,precip,snow,windspeed,cloudcover,visibility,uvindex,conditions
2024-01-01 17:00:00,uber,52.77758050116065,16801,5.352044521159455,1100.8899470269628,1.0773537289447055,1.0304297363252188,False,45,41,0.0,0.0,5,97,9,0,0
2024-01-01 18:00:00,uber,50.27856541353384,16625,5.364523308270677,1076.9731127819548,0.9970712781954888,1.0069774436090226,False,43,40,0.0,0.0,5,15,9,0,2
2024-01-01 19:00:00,uber,49.61801193842288,15915,5.380054037071945,1049.748287778825,0.9353100848256362,1.0097549481621113,False,42,42,0.0,0.0,1,8,9,0,2
2024-01-01 20:00:00,uber,48.44223767707199,15601,5.504576629703224,1012.49932696622,0.848201397346324,0.9875969489135312,False,41,41,0.0,0.0,1,31,9,0,1
2024-01-01 21:00:00,uber,45.551897814994106,15286,5.397693314143661,966.461140913254,0.8190389899254219,0.9726220070652885,False,40,37,0.0,0.0,4,4,9,0,2
2024-01-01 22:00:00,uber,47.50196646999568,13898,5.854669017124766,985.1477190962728,0.7123917110375594,0.9146100158296158,False,38,38,0.0,0.0,1,4,9,0,2
2024-01-01 23:00:00,uber,47.52275941780822,11680,5.89798544520548,959.9435787671232,0.7305077054794521,0.811494006849315,False,37,31,0.0,0.0,7,4,9,0,2
2024-01-02 00:00:00,uber,46.05267949488875,8315,5.744208057726999,931.3437161755865,0.7677257967528563,0.7978953698135899,False,35,29,0.0,0.0,7,4,9,0,2
2024-01-02 01:00:00,uber,40.910240641711226,4862,5.154958864664747,875.947963800905,0.5191155902920609,0.7211538461538461,False,34,28,0.0,0.0,7,4,9,0,2
2024-01-02 02:00:00,uber,44.92482728592162,3445,5.91099564586357,925.865892597968,0.6007373004354136,0.6901306240928883,False,32,32,0.0,0.0,1,4,9,0,2
2024-01-02 03:00:00,uber,56.960888820068135,3229,7.465493960978631,1037.5589965933725,1.0508888200681326,0.6635181170641066,False,31,31,0.0,0.0,1,4,9,0,2
2024-01-02 04:00:00,uber,61.13388928656646,4191,7.905445001193033,1064.346933905989,1.1967287043664996,0.7187425435456931,False,31,26,0.0,0.0,4,4,9,0,2
2024-01-02 05:00:00,uber,60.64278936794931,6471,7.648463915932623,1110.384793694947,1.1404172461752435,0.817686601761706,False,30,30,0.0,0.0,1,4,9,0,2
2024-01-02 06:00:00,uber,55.11057995395785,11294,6.281658402691695,1121.6650433858686,1.0471356472463256,0.8849831769080928,False,29,24,0.0,0.0,5,0,9,0,2
2024-01-02 07:00:00,uber,51.47211237169097,18510,5.134420313344138,1116.0694219340896,0.915341437061048,0.7740140464613723,False,29,21,0.0,0.0,7,0,9,0,2
2024-01-02 08:00:00,uber,46.86024271394096,21548,4.63615509560052,1060.881149062558,0.8763305179134954,0.8288124187859662,False,29,23,0.0,0.0,5,0,9,0,2
2024-01-02 09:00:00,uber,46.86365247423848,17662,4.770120597893783,1038.8456573434491,0.980910995357264,0.9402813950854942,False,30,30,0.0,0.0,1,0,9,2,2
2024-01-02 10:00:00,uber,50.7389544253207,15513,5.207634886869077,1099.4651582543672,1.089493972797009,0.987897247469864,False,32,27,0.0,0.0,4,0,9,4,2
2024-01-02 11:00:00,uber,49.95496655403076,14501,4.941340597200194,1093.2939797255362,1.1851486104406592,1.0472381215088615,False,34,28,0.0,0.0,7,0,9,5,2
