Date,Subways: Total Estimated Ridership,Buses: Total Estimated Ridership,LIRR: Total Estimated Ridership,Metro-North: Total Estimated Ridership,Access-A-Ride: Total Scheduled Trips,Bridges and Tunnels: Total Traffic,Staten Island Railway: Total Estimated Ridership
2022-03-31,3323135.0,1450363.0,164074.0,139602.0,24308.0,941530.0,6890.0
2022-04-01,3237107.0,1411421.0,145251.0,120557.0,24017.0,972802.0,5972.0
2022-04-02,2128435.0,879513.0,77205.0,80471.0,14382.0,893814.0,2484.0
2022-04-03,1463932.0,607152.0,58819.0,53761.0,12947.0,790600.0,1419.0
2022-04-04,3127667.0,1447820.0,159541.0,135920.0,23746.0,899510.0,6676.0
2022-04-05,3356454.0,1484961.0,170140.0,150671.0,24873.0,904813.0,7089.0
2022-04-06,3311547.0,1403198.0,163830.0,142810.0,25103.0,890470.0,6569.0
2022-04-07,3307076.0,1379678.0,161276.0,140249.0,24107.0,901454.0,6636.0
2022-04-08,3347754.0,1443367.0,160905.0,140791.0,24488.0,998348.0,6342.0
2022-04-09,2190396.0,868945.0,81562.0,86611.0,13969.0,897690.0,66.0
2022-04-10,1707748.0,667662.0,63204.0,66112.0,13935.0,850153.0,13.0
2022-04-11,3205728.0,1433226.0,161131.0,140224.0,23569.0,901316.0,6354.0
2022-04-12,3078069.0,1496004.0,172294.0,149369.0,25286.0,936334.0,7099.0
2022-04-13,3220964.0,1495891.0,163448.0,147043.0,25847.0,949712.0,6593.0
2022-04-14,3297697.0,1438990.0,162946.0,144335.0,25073.0,982717.0,6381.0
2022-04-15,2761532.0,1137728.0,166068.0,140217.0,20908.0,973156.0,4728.0
2022-04-16,1986306.0,830874.0,89011.0,83725.0,13413.0,885536.0,2133.0
2022-04-17,1512633.0,596619.0,71258.0,71704.0,14704.0,845418.0,1640.0
2022-04-18,2676254.0,1145261.0,154315.0,139151.0,20245.0,901207.0,5209.0
2022-04-19,2962130.0,1189960.0,168354.0,151518.0,22359.0,895086.0,5841.0
2022-04-20,3098046.0,1265823.0,171730.0,155674.0,24212.0,942383.0,6097.0
2022-04-21,3033422.0,1231047.0,165823.0,147535.0,23239.0,920202.0,5738.0
2022-04-22,2985684.0,1217380.0,157943.0,145606.0,22298.0,935779.0,5340.0
2022-04-23,2109188.0,844146.0,79436.0,89804.0,13459.0,907580.0,59.0
2022-04-24,1655860.0,648591.0,64842.0,67580.0,12927.0,875218.0,3.0
2022-04-25,3026541.0,1415638.0,159569.0,138979.0,22370.0,883942.0,6322.0
2022-04-26,3281657.0,1453452.0,172171.0,153893.0,23800.0,897493.0,7024.0
2022-04-27,3432282.0,1500437.0,172613.0,153109.0,25229.0,934481.0,6903.0
2022-04-28,3404938.0,1468093.0,167300.0,146321.0,24321.0,968651.0,6765.0
2022-04-29,3257634.0,1429909.0,164944.0,136881.0,23421.0,994415.0,5900.0
2022-04-30,2108746.0,884540.0,82887.0,82838.0,14223.0,938739.0,2123.0
2022-05-01,1683953.0,676070.0,64630.0,62502.0,12976.0,870826.0,2694.0
2022-05-02,2732825.0,1176867.0,146394.0,126784.0,21695.0,883276.0,5425.0
2022-05-03,3402882.0,1500109.0,177868.0,155261.0,24680.0,929868.0,7400.0
2022-05-04,3364902.0,1465639.0,168539.0,147078.0,25462.0,921590.0,6747.0
2022-05-05,3502522.0,1523580.0,174640.0,150087.0,25903.0,982930.0,7061.0
2022-05-06,3190556.0,1353750.0,154325.0,129417.0,23411.0,953902.0,5729.0
2022-05-07,1842808.0,706551.0,72948.0,68612.0,13033.0,841086.0,1523.0
2022-05-08,1582133.0,630228.0,73703.0,73027.0,15375.0,891361.0,1449.0
2022-05-09,3114506.0,1428758.0,163741.0,140940.0,22008.0,917036.0,6564.0
2022-05-10,3412902.0,1504314.0,175823.0,158627.0,24148.0,933451.0,7176.0
2022-05-11,3440378.0,1514922.0,178061.0,156792.0,25548.0,948266.0,7159.0
2022-05-12,3430104.0,1495220.0,169543.0,149204.0,25158.0,981139.0,6866.0
2022-05-13,3252002.0,1410923.0,164843.0,140065.0,23539.0,998394.0,6050.0
2022-05-14,2149046.0,840921.0,89636.0,86652.0,13580.0,918398.0,69.0
2022-05-15,1760359.0,692876.0,76052.0,69705.0,13379.0,908702.0,5.0
2022-05-16,3080043.0,1396300.0,163431.0,140702.0,22187.0,898690.0,5996.0
2022-05-17,3536021.0,1519740.0,182683.0,162082.0,24353.0,951399.0,7259.0
2022-05-18,3605606.0,1511142.0,182181.0,161135.0,25365.0,982156.0,6816.0
2022-05-19,3467327.0,1426027.0,172517.0,149985.0,24271.0,983011.0,6790.0
2022-05-20,3271914.0,1396732.0,175666.0,146403.0,23767.0,1011794.0,6040.0
2022-05-21,2324245.0,883795.0,94322.0,92552.0,14985.0,983575.0,2530.0
2022-05-22,1760638.0,683500.0,78635.0,72063.0,13279.0,920057.0,1863.0
2022-05-23,3111755.0,1431781.0,170546.0,151349.0,22696.0,943933.0,6356.0
2022-05-24,3378506.0,1488152.0,182570.0,163943.0,24560.0,942307.0,7023.0
2022-05-25,3426530.0,1493506.0,178124.0,158814.0,25418.0,959442.0,6862.0
2022-05-26,3341059.0,1464696.0,176469.0,148011.0,24866.0,1001574.0,6549.0
2022-05-27,3031130.0,1353398.0,167840.0,135294.0,22894.0,975898.0,5737.0
2022-05-28,1872775.0,788135.0,91250.0,77192.0,12805.0,833464.0,2191.0
2022-05-29,1755236.0,701173.0,84784.0,76982.0,14490.0,891666.0,2276.0
2022-05-30,1694970.0,755616.0,80533.0,68206.0,10771.0,839398.0,2251.0
2022-05-31,3176109.0,1426470.0,184088.0,163018.0,23778.0,968335.0,6634.0
2022-06-01,3381297.0,1465383.0,178742.0,159050.0,25586.0,943747.0,7084.0
2022-06-02,3351902.0,1433303.0,170537.0,151492.0,24764.0,959324.0,6783.0
2022-06-03,3283271.0,1431042.0,174500.0,153744.0,24838.0,1002106.0,6178.0
2022-06-04,2178024.0,904623.0,93431.0,92199.0,14409.0,957009.0,1844.0
2022-06-05,1724983.0,691644.0,75675.0,74005.0,13955.0,865693.0,1361.0
2022-06-06,3092181.0,1411725.0,167062.0,148152.0,22794.0,892799.0,6552.0
2022-06-07,3392224.0,1440940.0,185736.0,163756.0,25256.0,940766.0,7169.0
2022-06-08,3492805.0,1496144.0,181126.0,162417.0,26058.0,958676.0,7114.0
2022-06-09,3297157.0,1333103.0,179521.0,157460.0,25135.0,975009.0,6430.0
2022-06-10,3376125.0,1435660.0,187819.0,159223.0,25437.0,1028117.0,6304.0
2022-06-11,2231451.0,870550.0,117891.0,95108.0,14776.0,961805.0,1835.0
2022-06-12,1674607.0,626471.0,80792.0,74580.0,13440.0,883990.0,1209.0
2022-06-13,3168681.0,1440429.0,174264.0,150375.0,23697.0,943626.0,6608.0
2022-06-14,3494822.0,1493761.0,191198.0,174340.0,25372.0,954427.0,7276.0
2022-06-15,3526802.0,1478668.0,192593.0,169462.0,26904.0,965644.0,7153.0
2022-06-16,3409624.0,1397317.0,190212.0,162513.0,25856.0,993952.0,6720.0
2022-06-17,3247379.0,1397243.0,187179.0,148590.0,24338.0,1036376.0,6036.0
2022-06-18,2186635.0,884050.0,106091.0,94130.0,15136.0,987511.0,2613.0
2022-06-19,1725762.0,693231.0,90581.0,80654.0,15622.0,946443.0,1903.0
2022-06-20,2460659.0,1077190.0,167670.0,138080.0,15440.0,942148.0,4009.0
2022-06-21,3339793.0,1408052.0,190339.0,172400.0,25299.0,951906.0,7183.0
2022-06-22,3357113.0,1361456.0,178850.0,164196.0,25774.0,937068.0,6910.0
2022-06-23,3407485.0,1382605.0,188546.0,169144.0,25286.0,1004103.0,6716.0
2022-06-24,3296412.0,1331442.0,187818.0,161647.0,24414.0,1035312.0,6066.0
2022-06-25,2286963.0,888953.0,106000.0,102466.0,15274.0,994834.0,50.0
2022-06-26,2011977.0,696910.0,102452.0,99103.0,14574.0,962670.0,618.0
2022-06-27,2932598.0,1279403.0,171627.0,149284.0,22331.0,928436.0,6260.0
2022-06-28,3248338.0,1328144.0,199956.0,174878.0,24179.0,960666.0,6903.0
2022-06-29,3249261.0,1325530.0,191855.0,169146.0,25392.0,977984.0,6792.0
2022-06-30,3151572.0,1300241.0,191868.0,158265.0,24651.0,1011864.0,6407.0
2022-07-01,2827549.0,1221837.0,151245.0,117791.0,23983.0,998259.0,5291.0
2022-07-02,1847093.0,827668.0,84481.0,75179.0,12878.0,823425.0,2042.0
2022-07-03,1654774.0,703282.0,86602.0,73949.0,14822.0,845877.0,1909.0
2022-07-04,1608084.0,689986.0,85709.0,72464.0,10976.0,772949.0,2148.0
2022-07-05,2802814.0,1246208.0,169990.0,150170.0,22800.0,925869.0,5935.0
2022-07-06,3066462.0,1330990.0,173648.0,153543.0,25372.0,917894.0,6448.0
2022-07-07,3115604.0,1333373.0,173393.0,151105.0,25119.0,946553.0,6463.0
2022-07-08,2902322.0,1249434.0,163715.0,134620.0,24108.0,949529.0,5625.0
2022-07-09,2061419.0,885289.0,92765.0,89757.0,14546.0,917802.0,2563.0
2022-07-10,1681041.0,707984.0,82276.0,71195.0,14147.0,921110.0,2016.0
2022-07-11,2876587.0,1312895.0,167475.0,148113.0,23255.0,913992.0,6163.0
2022-07-12,3148320.0,1350346.0,180172.0,164494.0,24697.0,913137.0,6780.0
2022-07-13,3229387.0,1365172.0,178413.0,166187.0,25800.0,944299.0,6536.0
2022-07-14,3203104.0,1355975.0,174794.0,159599.0,25312.0,977841.0,6413.0
2022-07-15,3021651.0,1291217.0,171615.0,148858.0,24177.0,994183.0,5527.0
2022-07-16,2093206.0,859537.0,101758.0,98156.0,15226.0,939649.0,64.0
2022-07-17,1674922.0,701796.0,82028.0,80166.0,13868.0,900361.0,7.0
2022-07-18,2720012.0,1209240.0,162178.0,132779.0,22670.0,877737.0,5543.0
2022-07-19,3169016.0,1372407.0,180693.0,160294.0,24933.0,932398.0,6593.0
2022-07-20,3190942.0,1357383.0,180707.0,156988.0,25590.0,945289.0,6167.0
2022-07-21,3109097.0,1302978.0,173070.0,150414.0,24308.0,954280.0,6166.0
2022-07-22,2942752.0,1267907.0,174861.0,138068.0,23926.0,993037.0,5322.0
2022-07-23,2028696.0,862976.0,99341.0,86245.0,14503.0,945847.0,32.0
2022-07-24,1596195.0,674189.0,82656.0,68265.0,12751.0,908767.0,6.0
2022-07-25,2727722.0,1220826.0,163454.0,140432.0,22355.0,893016.0,5692.0
2022-07-26,3175001.0,1360570.0,186182.0,162994.0,24990.0,942025.0,6479.0
2022-07-27,3232796.0,1369023.0,185332.0,161241.0,25759.0,957557.0,6667.0
2022-07-28,3151913.0,1332113.0,173264.0,156936.0,24413.0,974290.0,6421.0
2022-07-29,2932846.0,1260714.0,166723.0,147568.0,23697.0,979719.0,5532.0
2022-07-30,2074421.0,893846.0,89426.0,96840.0,15068.0,954809.0,56.0
2022-07-31,1649097.0,693700.0,77991.0,78953.0,14046.0,929822.0,3.0
2022-08-01,2739262.0,1240007.0,151752.0,138431.0,22892.0,904119.0,5673.0
2022-08-02,3070101.0,1346324.0,173023.0,158236.0,24865.0,919127.0,6452.0
2022-08-03,3124038.0,1367848.0,173751.0,158305.0,26785.0,947338.0,6170.0
2022-08-04,3049076.0,1323229.0,174491.0,147770.0,25326.0,976459.0,5409.0
2022-08-05,2822155.0,1260961.0,161323.0,129376.0,23824.0,976443.0,4754.0
2022-08-06,1999580.0,865676.0,95704.0,84495.0,14893.0,944842.0,33.0
2022-08-07,1542311.0,670866.0,78449.0,66242.0,14367.0,882525.0,153.0
2022-08-08,2705428.0,1276524.0,165363.0,137457.0,22965.0,926426.0,5496.0
2022-08-09,3013784.0,1308034.0,173284.0,151624.0,25056.0,922400.0,5935.0
2022-08-10,3134434.0,1347916.0,178656.0,147931.0,26098.0,948711.0,6117.0
2022-08-11,3093548.0,1315101.0,171390.0,146019.0,25553.0,966856.0,5842.0
2022-08-12,2963913.0,1273620.0,175220.0,137578.0,24849.0,996504.0,5422.0
2022-08-13,2089217.0,878499.0,103227.0,89569.0,15889.0,953867.0,1632.0
2022-08-14,1677803.0,692644.0,88242.0,72900.0,14492.0,931953.0,1339.0
2022-08-15,2768347.0,1234308.0,161519.0,144170.0,23199.0,921408.0,5395.0
2022-08-16,3045892.0,1288800.0,173651.0,157888.0,24994.0,919835.0,6228.0
2022-08-17,3074027.0,1284966.0,172248.0,155815.0,25904.0,935484.0,6080.0
2022-08-18,3077928.0,1283965.0,181136.0,150643.0,25701.0,982598.0,5834.0
2022-08-19,2918737.0,1239929.0,164682.0,141791.0,24141.0,995590.0,5132.0
2022-08-20,2038622.0,875371.0,96552.0,97718.0,15903.0,952947.0,1699.0
2022-08-21,1619422.0,692309.0,84669.0,81666.0,14617.0,918196.0,1272.0
2022-08-22,2622885.0,1144254.0,160918.0,141482.0,21887.0,884589.0,5185.0
2022-08-23,2992615.0,1261782.0,173898.0,155953.0,24448.0,921483.0,5903.0
2022-08-24,3020710.0,1288092.0,177790.0,151169.0,25654.0,946975.0,6036.0
2022-08-25,3090901.0,1310134.0,177178.0,142659.0,24964.0,981024.0,6122.0
2022-08-26,2863653.0,1217448.0,171765.0,133306.0,23417.0,967932.0,4969.0
2022-08-27,2066542.0,874084.0,103192.0,90006.0,15575.0,977708.0,2214.0
2022-08-28,1651689.0,681823.0,86867.0,76296.0,14506.0,940460.0,1816.0
2022-08-29,2836374.0,1263000.0,180588.0,140540.0,22503.0,927114.0,5705.0
2022-08-30,3091873.0,1326293.0,195986.0,152025.0,24300.0,934163.0,6228.0
2022-08-31,3144027.0,1342568.0,197154.0,149499.0,25541.0,972327.0,6261.0
2022-09-01,3114667.0,1338287.0,186311.0,140082.0,25382.0,997846.0,6189.0
2022-09-02,2925306.0,1250956.0,185153.0,138009.0,24696.0,1006354.0,5307.0
2022-09-03,2116811.0,867750.0,116405.0,94997.0,15863.0,924383.0,2455.0
2022-09-04,1802349.0,701646.0,97728.0,77386.0,15428.0,901892.0,1894.0
2022-09-05,1691887.0,682671.0,93198.0,74585.0,9722.0,801463.0,1977.0
2022-09-06,3063503.0,1231759.0,190260.0,164255.0,24963.0,892569.0,6016.0
2022-09-07,3444556.0,1412342.0,203983.0,179628.0,26773.0,939358.0,6698.0
2022-09-08,3644407.0,1517502.0,199489.0,178788.0,27121.0,966189.0,7185.0
2022-09-09,3481756.0,1492297.0,189930.0,161197.0,25627.0,1009058.0,6432.0
2022-09-10,2356865.0,914744.0,103789.0,98043.0,15345.0,982329.0,1948.0
2022-09-11,1737251.0,659929.0,82638.0,72789.0,14467.0,862493.0,1275.0
2022-09-12,3382150.0,1519324.0,187548.0,163430.0,24947.0,925590.0,6863.0
2022-09-13,3618354.0,1557686.0,200171.0,180183.0,26317.0,921108.0,7552.0
2022-09-14,3741978.0,1590666.0,202713.0,181619.0,28124.0,954907.0,7740.0
2022-09-15,3747731.0,1573907.0,197284.0,175672.0,27391.0,981703.0,7725.0
2022-09-16,3502358.0,1501956.0,184424.0,155750.0,26025.0,1015255.0,6797.0
2022-09-17,2350888.0,916215.0,99403.0,101734.0,15828.0,971118.0,2693.0
2022-09-18,1844317.0,712161.0,86329.0,79158.0,15588.0,935291.0,1944.0
2022-09-19,3369999.0,1490926.0,187831.0,164392.0,24491.0,909943.0,7155.0
2022-09-20,3767024.0,1554448.0,203873.0,188771.0,26148.0,930442.0,7962.0
2022-09-21,3878782.0,1543632.0,204572.0,188361.0,27479.0,946181.0,8112.0
2022-09-22,3732919.0,1433737.0,190703.0,174952.0,26136.0,938754.0,7883.0
2022-09-23,3626482.0,1413234.0,190670.0,168866.0,25738.0,981726.0,6902.0
2022-09-24,2377091.0,860948.0,98192.0,115822.0,15593.0,944900.0,1975.0
2022-09-25,1759832.0,660871.0,81212.0,87366.0,14770.0,861534.0,1582.0
2022-09-26,2812853.0,1206954.0,177235.0,153930.0,21532.0,868980.0,5848.0
2022-09-27,3204114.0,1290217.0,192275.0,176941.0,24344.0,886658.0,6744.0
2022-09-28,3712354.0,1541900.0,201525.0,179234.0,27423.0,930967.0,7903.0
2022-09-29,3707751.0,1503472.0,194288.0,173138.0,26857.0,960265.0,7738.0
2022-09-30,3503239.0,1477082.0,181549.0,164028.0,26614.0,997765.0,6623.0
2022-10-01,2032983.0,758826.0,72081.0,80394.0,13718.0,820869.0,1855.0
2022-10-02,1621851.0,591909.0,61918.0,68450.0,13897.0,793492.0,1302.0
2022-10-03,3370048.0,1426633.0,173268.0,153913.0,25390.0,880633.0,6824.0
2022-10-04,3397689.0,1354099.0,181887.0,166868.0,25282.0,833631.0,6825.0
2022-10-05,3077346.0,1206674.0,176091.0,158117.0,24305.0,816200.0,6012.0
2022-10-06,3848909.0,1554806.0,203783.0,182247.0,28527.0,981805.0,7907.0
2022-10-07,3591080.0,1480214.0,204261.0,166955.0,26725.0,1018633.0,6865.0
2022-10-08,2397249.0,888506.0,114687.0,110122.0,15448.0,965140.0,1975.0
2022-10-09,1917721.0,691656.0,97984.0,88783.0,14776.0,911141.0,2200.0
2022-10-10,2556722.0,1034288.0,163310.0,152488.0,17806.0,845129.0,4220.0
2022-10-11,3649405.0,1521587.0,203885.0,192887.0,26435.0,899509.0,7841.0
2022-10-12,3776129.0,1554226.0,203866.0,185488.0,28193.0,945786.0,7820.0
2022-10-13,3682799.0,1463795.0,195360.0,173174.0,26422.0,935038.0,7593.0
2022-10-14,3578772.0,1468602.0,186594.0,170188.0,26877.0,1000719.0,6877.0
2022-10-15,2363501.0,914771.0,100804.0,108230.0,15945.0,964859.0,1897.0
2022-10-16,1773903.0,705073.0,80395.0,85438.0,15338.0,898969.0,1385.0
2022-10-17,3314497.0,1430672.0,182855.0,170716.0,24045.0,860596.0,6952.0
2022-10-18,3693627.0,1510826.0,199026.0,191540.0,26135.0,894481.0,7917.0
2022-10-19,3814404.0,1545140.0,202921.0,185202.0,28002.0,916246.0,7934.0
2022-10-20,3810901.0,1532692.0,201886.0,180234.0,27649.0,970479.0,7784.0
2022-10-21,3570334.0,1452280.0,185797.0,166539.0,26385.0,997993.0,6848.0
2022-10-22,2430406.0,916539.0,97921.0,122863.0,15832.0,970862.0,90.0
2022-10-23,1740520.0,668183.0,76024.0,83665.0,14434.0,872119.0,19.0
2022-10-24,3357840.0,1432728.0,182390.0,161772.0,24643.0,887372.0,6929.0
2022-10-25,3712582.0,1512725.0,200671.0,183507.0,27080.0,903935.0,7864.0
2022-10-26,3794534.0,1539557.0,201843.0,181254.0,27891.0,932571.0,7978.0
2022-10-27,3892985.0,1543031.0,196789.0,179032.0,28035.0,971657.0,7848.0
2022-10-28,3624748.0,1455834.0,179633.0,159109.0,26237.0,992291.0,6647.0
2022-10-29,2440601.0,912721.0,86888.0,102975.0,15778.0,949043.0,42.0
2022-10-30,1875953.0,711004.0,69358.0,80576.0,15324.0,903170.0,5.0
2022-10-31,3410892.0,1394453.0,177547.0,157055.0,24178.0,862337.0,6759.0
2022-11-01,3706707.0,1501329.0,196102.0,178425.0,26993.0,911552.0,7756.0
2022-11-02,3788123.0,1549724.0,198277.0,181158.0,28493.0,918835.0,7788.0
2022-11-03,3802455.0,1521975.0,197940.0,178498.0,28364.0,941513.0,7676.0
2022-11-04,3586358.0,1459619.0,180084.0,161378.0,27340.0,975347.0,6813.0
2022-11-05,2449943.0,918127.0,96845.0,110793.0,16790.0,940206.0,2628.0
2022-11-06,2116063.0,648085.0,92648.0,94517.0,13926.0,779295.0,3122.0
2022-11-07,3456868.0,1478731.0,190295.0,168401.0,26193.0,901997.0,7365.0
2022-11-08,3431700.0,1356894.0,201028.0,183142.0,25939.0,888462.0,6463.0
2022-11-09,3772030.0,1517250.0,199030.0,180581.0,28589.0,921392.0,7722.0
2022-11-10,3802230.0,1516812.0,203722.0,180584.0,28385.0,976695.0,7749.0
2022-11-11,2994708.0,1077574.0,172756.0,154511.0,20634.0,870209.0,4558.0
2022-11-12,2431419.0,893837.0,94911.0,106101.0,15153.0,889070.0,2262.0
2022-11-13,1794024.0,662034.0,76869.0,76460.0,15544.0,859975.0,1658.0
2022-11-14,3401075.0,1441705.0,181582.0,165573.0,25728.0,889804.0,7135.0
2022-11-15,3713627.0,1483782.0,196179.0,182790.0,28155.0,903257.0,7776.0
2022-11-16,3751773.0,1484607.0,194893.0,179233.0,28574.0,912685.0,7589.0
2022-11-17,3797815.0,1493119.0,193797.0,178147.0,28778.0,962670.0,7633.0
2022-11-18,3539202.0,1412974.0,183576.0,161777.0,27236.0,981421.0,6546.0
2022-11-19,2323449.0,864766.0,97654.0,101076.0,16076.0,929687.0,1630.0
2022-11-20,1721187.0,645986.0,74524.0,74870.0,15556.0,830876.0,1079.0
2022-11-21,3363626.0,1393031.0,185570.0,166517.0,25766.0,896487.0,7017.0
2022-11-22,3548882.0,1447618.0,200264.0,183771.0,27957.0,982740.0,7462.0
2022-11-23,3263998.0,1358016.0,210438.0,184135.0,25032.0,983719.0,6862.0
2022-11-24,1382266.0,515903.0,90771.0,90057.0,18369.0,859064.0,2006.0
2022-11-25,2058658.0,842892.0,163354.0,148368.0,12834.0,766290.0,3361.0
2022-11-26,1999608.0,781665.0,105304.0,106685.0,12576.0,852829.0,2286.0
2022-11-27,1476228.0,562073.0,79973.0,76680.0,13063.0,814703.0,1408.0
2022-11-28,3265971.0,1397963.0,186710.0,163694.0,24969.0,904337.0,7120.0
2022-11-29,3596894.0,1455294.0,192494.0,181370.0,27009.0,891057.0,7510.0
2022-11-30,3568413.0,1356729.0,189152.0,177367.0,26469.0,857882.0,7204.0
2022-12-01,3770495.0,1459934.0,181825.0,166856.0,27018.0,931376.0,7538.0
2022-12-02,3600504.0,1395642.0,172860.0,152746.0,27007.0,933219.0,6576.0
2022-12-03,2291687.0,760109.0,87730.0,89976.0,15540.0,815868.0,1467.0
2022-12-04,1990479.0,681713.0,81381.0,80173.0,15763.0,804122.0,1266.0
2022-12-05,3481640.0,1429308.0,183238.0,164873.0,26409.0,873767.0,7013.0
2022-12-06,3753299.0,1414979.0,195892.0,178862.0,27305.0,878388.0,7447.0
2022-12-07,3835333.0,1442871.0,194436.0,178345.0,27941.0,899007.0,7526.0
2022-12-08,3931499.0,1480877.0,192958.0,182314.0,28292.0,948091.0,7541.0
2022-12-09,3710928.0,1386473.0,185104.0,165147.0,26213.0,964167.0,6379.0
2022-12-10,2663493.0,869320.0,112142.0,119858.0,16232.0,900034.0,1873.0
2022-12-11,1865579.0,618870.0,77607.0,74273.0,14949.0,777867.0,1103.0
2022-12-12,3466978.0,1384864.0,182973.0,163516.0,25771.0,876300.0,6838.0
2022-12-13,3763568.0,1437228.0,197613.0,183214.0,28234.0,908198.0,7570.0
2022-12-14,3777173.0,1435020.0,196921.0,183484.0,29081.0,940858.0,7400.0
2022-12-15,3726154.0,1363160.0,191261.0,173709.0,27034.0,931870.0,7001.0
2022-12-16,3270016.0,1221634.0,170615.0,151244.0,24074.0,917332.0,5823.0
2022-12-17,2577771.0,884283.0,114272.0,123286.0,16788.0,933667.0,2071.0
2022-12-18,1967199.0,668994.0,87146.0,87425.0,16036.0,842911.0,1487.0
2022-12-19,3381411.0,1352455.0,178278.0,159383.0,25529.0,886717.0,6591.0
2022-12-20,3586084.0,1398728.0,191991.0,173346.0,27148.0,923333.0,7046.0
2022-12-21,3563236.0,1393290.0,191684.0,168379.0,28480.0,953676.0,6993.0
2022-12-22,3187083.0,1269330.0,177675.0,147366.0,25244.0,936662.0,5728.0
2022-12-23,2738016.0,1057686.0,163716.0,138857.0,20359.0,812831.0,4523.0
2022-12-24,1411469.0,497129.0,61701.0,60373.0,12759.0,746316.0,1304.0
2022-12-25,1008452.0,321245.0,51896.0,47454.0,13709.0,730783.0,1005.0
2022-12-26,1812842.0,644828.0,87401.0,89137.0,9327.0,764686.0,2214.0
2022-12-27,2729514.0,1027687.0,178880.0,156503.0,21363.0,881989.0,5228.0
2022-12-28,2947028.0,1088279.0,182226.0,163499.0,23571.0,891790.0,5407.0
2022-12-29,3039432.0,1099513.0,189075.0,167129.0,23200.0,916565.0,5597.0
2022-12-30,3063480.0,1087122.0,193989.0,176215.0,22951.0,926881.0,5338.0
2022-12-31,1927101.0,651474.0,81590.0,81198.0,14090.0,686434.0,1847.0
2023-01-01,1675507.0,475226.0,67722.0,66309.0,11476.0,737533.0,1771.0
2023-01-02,1938154.0,739507.0,76247.0,72403.0,10136.0,692984.0,2671.0
2023-01-03,3175777.0,1268913.0,179109.0,167136.0,24868.0,815532.0,6853.0
2023-01-04,3413052.0,1391449.0,182834.0,170847.0,26848.0,839120.0,7282.0
2023-01-05,3428520.0,1378698.0,175278.0,166642.0,26808.0,859218.0,7042.0
2023-01-06,3229858.0,1319595.0,161259.0,142524.0,25824.0,873654.0,6050.0
2023-01-07,2116138.0,806981.0,87215.0,85244.0,14828.0,808570.0,2297.0
2023-01-08,1610764.0,628612.0,68647.0,64893.0,15157.0,739656.0,1529.0
2023-01-09,3145743.0,1353638.0,173594.0,157335.0,24923.0,829372.0,6629.0
2023-01-10,3469177.0,1412543.0,196817.0,179530.0,27309.0,859974.0,7414.0
2023-01-11,3508962.0,1421914.0,188904.0,174349.0,27991.0,864282.0,7166.0
2023-01-12,3472709.0,1364715.0,188850.0,168701.0,27119.0,881579.0,7150.0
2023-01-13,3270020.0,1345748.0,167475.0,147885.0,26085.0,922864.0,6042.0
2023-01-14,2072387.0,785952.0,84718.0,83565.0,15407.0,817979.0,2059.0
2023-01-15,1705804.0,621041.0,72479.0,70493.0,15198.0,757778.0,1510.0
2023-01-16,2172218.0,884152.0,82416.0,75892.0,14617.0,812347.0,3140.0
2023-01-17,3451604.0,1399573.0,193345.0,183674.0,27214.0,870650.0,7492.0
2023-01-18,3603344.0,1449590.0,198264.0,182209.0,29223.0,877542.0,7488.0
2023-01-19,3492226.0,1327804.0,179752.0,170122.0,26737.0,862336.0,6925.0
2023-01-20,3375887.0,1383181.0,173943.0,150003.0,26548.0,915022.0,6192.0
2023-01-21,2137169.0,823236.0,88435.0,84763.0,15580.0,826850.0,2058.0
2023-01-22,1593386.0,611151.0,64883.0,61728.0,14721.0,744230.0,1479.0
2023-01-23,3135214.0,1281037.0,172927.0,155439.0,25087.0,809261.0,6210.0
2023-01-24,3566756.0,1410676.0,196319.0,182127.0,27701.0,863886.0,7335.0
2023-01-25,3511071.0,1342717.0,188247.0,171748.0,26738.0,815210.0,6937.0
2023-01-26,3629029.0,1408545.0,190219.0,173696.0,27061.0,890830.0,7093.0
2023-01-27,3335372.0,1341589.0,178881.0,149763.0,26826.0,920095.0,6051.0
2023-01-28,2248107.0,861680.0,98609.0,89845.0,15577.0,841863.0,2333.0
2023-01-29,1637398.0,647923.0,73109.0,65422.0,15371.0,764625.0,1694.0
2023-01-30,3223530.0,1371537.0,180476.0,159176.0,25676.0,850406.0,6624.0
2023-01-31,3654404.0,1365926.0,198755.0,183484.0,27308.0,852930.0,7593.0
2023-02-01,3682758.0,1460146.0,184043.0,169846.0,28492.0,868518.0,7588.0
2023-02-02,3699932.0,1478477.0,187799.0,169864.0,27917.0,894790.0,7457.0
2023-02-03,3189550.0,1246821.0,158579.0,135908.0,26238.0,887417.0,5819.0
2023-02-04,1742435.0,598818.0,69433.0,64032.0,13439.0,737000.0,1555.0
2023-02-05,1625375.0,650623.0,69379.0,62639.0,15413.0,758529.0,1522.0
2023-02-06,3372445.0,1431232.0,181320.0,157813.0,26639.0,849008.0,7068.0
2023-02-07,3738539.0,1491417.0,201438.0,183389.0,28688.0,867827.0,7736.0
2023-02-08,3780682.0,1513135.0,197370.0,180852.0,29653.0,884755.0,7647.0
2023-02-09,3754859.0,1462622.0,193326.0,172507.0,28515.0,909007.0,7403.0
2023-02-10,3539529.0,1422781.0,179637.0,154760.0,28094.0,947991.0,6477.0
