Date,Subways: Total Estimated Ridership,Buses: Total Estimated Ridership,LIRR: Total Estimated Ridership,Metro-North: Total Estimated Ridership,Access-A-Ride: Total Scheduled Trips,Bridges and Tunnels: Total Traffic,Staten Island Railway: Total Estimated Ridership
2023-02-11,2333625.0,865782.0,94434.0,88281.0,16638.0,865505.0,1615.0
2023-02-12,1746099.0,659496.0,67457.0,63383.0,16305.0,749533.0,1227.0
2023-02-13,3303337.0,1381524.0,180002.0,159741.0,25900.0,854394.0,6188.0
2023-02-14,3812943.0,1480867.0,200327.0,179811.0,29001.0,897813.0,7557.0
2023-02-15,3762817.0,1499155.0,197344.0,181992.0,29119.0,904926.0,7491.0
2023-02-16,3683782.0,1461093.0,189802.0,172189.0,28364.0,915758.0,7318.0
2023-02-17,3253165.0,1315466.0,172113.0,150151.0,26759.0,936689.0,5892.0
2023-02-18,2271106.0,822505.0,91478.0,93213.0,15612.0,860646.0,1266.0
2023-02-19,1824136.0,639980.0,75448.0,75064.0,16165.0,784650.0,959.0
2023-02-20,2238557.0,929439.0,90371.0,79984.0,14818.0,809578.0,1547.0
2023-02-21,3325542.0,1273578.0,194967.0,174283.0,27224.0,864047.0,6525.0
2023-02-22,3454362.0,1305744.0,193753.0,171187.0,27895.0,869960.0,6538.0
2023-02-23,3498367.0,1328927.0,188438.0,167193.0,27336.0,906322.0,6695.0
2023-02-24,3246699.0,1246797.0,179793.0,153058.0,26077.0,928057.0,5551.0
2023-02-25,2043635.0,800947.0,86403.0,81742.0,15461.0,831613.0,1396.0
2023-02-26,1625191.0,676041.0,74226.0,67702.0,15891.0,807475.0,1095.0
2023-02-27,3337916.0,1423292.0,180277.0,160346.0,26730.0,854625.0,6752.0
2023-02-28,3412079.0,1349173.0,177532.0,139326.0,26116.0,751643.0,6690.0
2023-03-01,3780713.0,1511792.0,192142.0,176661.0,29449.0,901530.0,7403.0
2023-03-02,3765925.0,1493623.0,195243.0,176678.0,28978.0,934427.0,7434.0
2023-03-03,3481830.0,1417670.0,172623.0,150603.0,27298.0,933992.0,6167.0
2023-03-04,2173217.0,870341.0,96720.0,84352.0,16263.0,844751.0,1449.0
2023-03-05,1772121.0,712408.0,81079.0,72918.0,16956.0,831376.0,1215.0
2023-03-06,3427019.0,1460599.0,185896.0,163314.0,27550.0,875696.0,6849.0
2023-03-07,3773780.0,1490272.0,205559.0,186615.0,28417.0,887227.0,7607.0
2023-03-08,3842861.0,1514182.0,203258.0,186940.0,30476.0,918426.0,7452.0
2023-03-09,3827656.0,1515155.0,201711.0,186197.0,29847.0,944406.0,7211.0
2023-03-10,3502339.0,1408909.0,182873.0,160550.0,28209.0,964271.0,6135.0
2023-03-11,2230530.0,821990.0,78979.0,88667.0,15493.0,842108.0,1796.0
2023-03-12,1773585.0,686039.0,75970.0,70403.0,16644.0,832873.0,1547.0
2023-03-13,3352388.0,1377045.0,179787.0,157310.0,26027.0,852961.0,6358.0
2023-03-14,3577250.0,1360497.0,189402.0,159031.0,26262.0,775384.0,6866.0
2023-03-15,3912366.0,1493605.0,205092.0,187128.0,29687.0,916918.0,7473.0
2023-03-16,3949788.0,1522248.0,209838.0,187573.0,30151.0,976134.0,7562.0
2023-03-17,3661519.0,1408472.0,199191.0,171443.0,28094.0,965113.0,6790.0
2023-03-18,2417873.0,921569.0,102021.0,101788.0,16828.0,924274.0,1839.0
2023-03-19,1894476.0,661736.0,82032.0,72936.0,16471.0,880371.0,1247.0
2023-03-20,3442589.0,1444823.0,191367.0,167256.0,26951.0,896248.0,6895.0
2023-03-21,3801084.0,1511670.0,213026.0,189925.0,29466.0,918684.0,7850.0
2023-03-22,3797399.0,1509096.0,202826.0,184321.0,29999.0,920292.0,7589.0
2023-03-23,3774396.0,1466839.0,200870.0,177877.0,29189.0,934634.0,7208.0
2023-03-24,3534300.0,1420346.0,188352.0,159574.0,27883.0,959147.0,6133.0
2023-03-25,2153554.0,784068.0,89101.0,82702.0,15556.0,830547.0,1765.0
2023-03-26,1939984.0,724870.0,83054.0,81819.0,16878.0,871824.0,1648.0
2023-03-27,3397258.0,1426226.0,192461.0,166543.0,26394.0,885237.0,6675.0
2023-03-28,3765920.0,1490842.0,207837.0,189294.0,28923.0,894984.0,7541.0
2023-03-29,3872948.0,1521968.0,208736.0,187520.0,29771.0,922903.0,7825.0
2023-03-30,3860289.0,1486845.0,200601.0,187344.0,29363.0,957635.0,7512.0
2023-03-31,3573735.0,1423686.0,184342.0,158879.0,28599.0,977962.0,6426.0
2023-04-01,2283533.0,842213.0,82140.0,88096.0,16428.0,856286.0,1520.0
2023-04-02,1949665.0,716880.0,76059.0,79027.0,17660.0,855422.0,1319.0
2023-04-03,3597785.0,1475017.0,182947.0,162370.0,27387.0,899177.0,7076.0
2023-04-04,3906882.0,1519740.0,200063.0,188769.0,29698.0,913561.0,7633.0
2023-04-05,3799965.0,1432322.0,205060.0,185283.0,29462.0,938533.0,7163.0
2023-04-06,3421271.0,1264311.0,193340.0,169192.0,27061.0,914933.0,6122.0
2023-04-07,3130675.0,1150222.0,187800.0,159262.0,23831.0,900772.0,4925.0
2023-04-08,2393347.0,882727.0,108740.0,99273.0,16256.0,872566.0,2393.0
2023-04-09,1855826.0,654259.0,98030.0,85620.0,19026.0,904505.0,1916.0
2023-04-10,3142740.0,1236634.0,191412.0,170713.0,24135.0,922582.0,6121.0
2023-04-11,3537843.0,1316710.0,210828.0,193831.0,27777.0,895251.0,7081.0
2023-04-12,3576687.0,1311418.0,207802.0,191574.0,28326.0,890891.0,6863.0
2023-04-13,3628304.0,1311906.0,200072.0,183658.0,28451.0,939226.0,6668.0
2023-04-14,3471420.0,1294357.0,190858.0,173790.0,27514.0,989052.0,5869.0
2023-04-15,2365464.0,890050.0,99793.0,103902.0,16804.0,916008.0,1743.0
2023-04-16,1864753.0,728462.0,80318.0,85026.0,16835.0,881923.0,1309.0
2023-04-17,3418834.0,1438043.0,188445.0,167759.0,27611.0,897271.0,6926.0
2023-04-18,3862133.0,1526133.0,207882.0,194548.0,29658.0,929653.0,7879.0
2023-04-19,3927706.0,1530452.0,206116.0,195085.0,30829.0,952981.0,7889.0
2023-04-20,4002433.0,1520258.0,208664.0,189699.0,30106.0,1014633.0,7577.0
2023-04-21,3492257.0,1310737.0,195442.0,174727.0,27777.0,994549.0,6005.0
2023-04-22,2506140.0,893014.0,106134.0,106032.0,16865.0,931077.0,1715.0
2023-04-23,1923243.0,673668.0,87793.0,79003.0,15947.0,880726.0,1326.0
2023-04-24,3561262.0,1466762.0,196593.0,173997.0,27254.0,911973.0,7020.0
2023-04-25,3956922.0,1529162.0,216767.0,192115.0,29504.0,927611.0,7806.0
2023-04-26,3994837.0,1531476.0,216097.0,191885.0,30191.0,947254.0,7758.0
2023-04-27,3999831.0,1506783.0,216674.0,184365.0,29969.0,981809.0,7564.0
2023-04-28,3703088.0,1424078.0,195436.0,160861.0,28306.0,996548.0,6441.0
2023-04-29,2179978.0,715608.0,85167.0,77009.0,15688.0,832504.0,1871.0
2023-04-30,1744098.0,578075.0,75065.0,65334.0,15451.0,786171.0,1355.0
2023-05-01,3664755.0,1465598.0,188566.0,167178.0,27445.0,922971.0,6960.0
2023-05-02,3961858.0,1498566.0,211550.0,197217.0,29472.0,916459.0,7749.0
2023-05-03,4030601.0,1533714.0,209450.0,195363.0,30850.0,940822.0,7862.0
2023-05-04,3985001.0,1497427.0,206323.0,189538.0,30449.0,966836.0,7417.0
2023-05-05,3759375.0,1450598.0,200675.0,170610.0,28952.0,1011491.0,6514.0
2023-05-06,2563102.0,934630.0,111525.0,103318.0,18349.0,976630.0,2584.0
2023-05-07,2033790.0,705419.0,92076.0,83007.0,17822.0,902067.0,2705.0
2023-05-08,3563340.0,1460932.0,198056.0,180789.0,27771.0,935045.0,7196.0
2023-05-09,3925555.0,1524892.0,221290.0,205069.0,29923.0,955033.0,7827.0
2023-05-10,4014009.0,1528140.0,221747.0,203414.0,31360.0,981586.0,7998.0
2023-05-11,4015942.0,1535264.0,210683.0,201006.0,30899.0,1016578.0,7619.0
2023-05-12,3723192.0,1436385.0,201367.0,185027.0,29397.0,1043802.0,6629.0
2023-05-13,2487178.0,918257.0,113810.0,109940.0,18340.0,1008311.0,1973.0
2023-05-14,1926966.0,690606.0,102178.0,101088.0,20222.0,981015.0,1654.0
2023-05-15,3553443.0,1440741.0,201209.0,184909.0,25892.0,947897.0,6956.0
2023-05-16,4002015.0,1519397.0,227489.0,207484.0,29747.0,965091.0,7930.0
2023-05-17,4104786.0,1518546.0,223059.0,206630.0,30423.0,985531.0,7118.0
2023-05-18,4082154.0,1492657.0,218955.0,198433.0,29842.0,1008886.0,7530.0
2023-05-19,3789929.0,1431269.0,208310.0,181114.0,28381.0,1024064.0,6362.0
2023-05-20,2314672.0,760830.0,102957.0,95625.0,16570.0,888784.0,1970.0
2023-05-21,2132724.0,727850.0,103484.0,91335.0,17545.0,959948.0,1919.0
2023-05-22,3571748.0,1446015.0,203122.0,186008.0,27038.0,942741.0,6935.0
2023-05-23,3929003.0,1500973.0,219619.0,214621.0,29538.0,953703.0,7928.0
2023-05-24,3960264.0,1499943.0,219886.0,208487.0,30495.0,983724.0,7667.0
2023-05-25,3859385.0,1459601.0,215946.0,201855.0,29311.0,1007341.0,7183.0
2023-05-26,3496511.0,1370252.0,207347.0,187188.0,27037.0,994185.0,5747.0
2023-05-27,2375741.0,848442.0,116439.0,120011.0,16731.0,925766.0,2913.0
2023-05-28,2029088.0,707787.0,102985.0,102009.0,17527.0,906089.0,2426.0
2023-05-29,1952779.0,758893.0,99456.0,86149.0,12121.0,836613.0,2520.0
2023-05-30,3714864.0,1438285.0,227623.0,205661.0,27645.0,959824.0,7398.0
2023-05-31,3911382.0,1480801.0,229227.0,211998.0,30078.0,971602.0,7691.0
2023-06-01,3894167.0,1457503.0,210483.0,191410.0,30088.0,1006107.0,7152.0
2023-06-02,3626490.0,1399462.0,202543.0,170399.0,29570.0,1011244.0,6470.0
2023-06-03,2411704.0,899212.0,115723.0,102668.0,18118.0,958346.0,1837.0
2023-06-04,1988330.0,714218.0,103120.0,88859.0,18429.0,931347.0,1573.0
2023-06-05,3544106.0,1432156.0,200806.0,183510.0,27920.0,938818.0,6892.0
2023-06-06,3929131.0,1474317.0,218376.0,213292.0,29999.0,945555.0,7795.0
2023-06-07,3743889.0,1390834.0,212982.0,202951.0,31147.0,941798.0,7334.0
2023-06-08,3268529.0,1216291.0,189487.0,176985.0,27689.0,932162.0,5503.0
2023-06-09,3425232.0,1256670.0,214001.0,185677.0,25845.0,1005974.0,5482.0
2023-06-10,2608756.0,892936.0,139304.0,117616.0,17996.0,991238.0,1978.0
2023-06-11,2075651.0,695200.0,106971.0,98115.0,17958.0,976811.0,1582.0
2023-06-12,3479404.0,1394575.0,202015.0,185343.0,27520.0,939370.0,6744.0
2023-06-13,3968160.0,1500122.0,233588.0,212364.0,30441.0,971010.0,7850.0
2023-06-14,3893073.0,1434687.0,235667.0,207746.0,30661.0,971437.0,7234.0
2023-06-15,3928393.0,1475300.0,228608.0,206188.0,31298.0,1028832.0,7390.0
2023-06-16,3395938.0,1300751.0,214883.0,177916.0,28693.0,1025514.0,5960.0
2023-06-17,2399521.0,872453.0,138654.0,111460.0,17967.0,1000053.0,2632.0
2023-06-18,1977582.0,707615.0,119996.0,95597.0,19384.0,971860.0,2029.0
2023-06-19,2636887.0,1075747.0,196645.0,168591.0,17494.0,964071.0,4094.0
2023-06-20,3782810.0,1434258.0,235806.0,224371.0,29482.0,979074.0,7540.0
2023-06-21,3902298.0,1430476.0,242162.0,221141.0,31019.0,999201.0,7551.0
2023-06-22,3782472.0,1367709.0,233588.0,208969.0,29220.0,1013372.0,6956.0
2023-06-23,3470575.0,1282954.0,222283.0,188373.0,28619.0,1022942.0,6167.0
2023-06-24,2467994.0,844674.0,128075.0,109217.0,16937.0,951605.0,2551.0
2023-06-25,2222704.0,689020.0,123527.0,113238.0,17103.0,948428.0,2248.0
2023-06-26,3341322.0,1314743.0,218393.0,185070.0,26823.0,962862.0,6516.0
2023-06-27,3744227.0,1391914.0,231738.0,209234.0,29246.0,969784.0,7633.0
2023-06-28,3634270.0,1305832.0,233457.0,207293.0,29092.0,988315.0,6762.0
2023-06-29,3653631.0,1307649.0,233625.0,200724.0,28876.0,1036568.0,6946.0
2023-06-30,3259767.0,1248822.0,219673.0,178064.0,28028.0,1043286.0,5817.0
2023-07-01,2239529.0,859295.0,120270.0,99597.0,17093.0,956890.0,2745.0
2023-07-02,1783757.0,668297.0,92780.0,74415.0,16717.0,832828.0,1988.0
2023-07-03,2662052.0,1117930.0,149641.0,128417.0,23795.0,860662.0,4718.0
2023-07-04,1791179.0,631937.0,96458.0,84010.0,13059.0,715453.0,2305.0
2023-07-05,3318379.0,1296583.0,211448.0,189434.0,28774.0,963342.0,6472.0
2023-07-06,3494806.0,1333630.0,209335.0,186822.0,29894.0,959636.0,6608.0
2023-07-07,3292266.0,1273900.0,197892.0,171597.0,28609.0,977009.0,5868.0
2023-07-08,2308794.0,867047.0,120931.0,107854.0,17879.0,949008.0,2695.0
2023-07-09,1776607.0,651953.0,95243.0,83783.0,16695.0,869686.0,1914.0
2023-07-10,3208730.0,1307297.0,196506.0,171497.0,27354.0,925569.0,6175.0
2023-07-11,3613670.0,1381701.0,221923.0,200151.0,30085.0,952112.0,7149.0
2023-07-12,3696737.0,1383484.0,218097.0,199169.0,31015.0,977898.0,6901.0
2023-07-13,3648007.0,1359302.0,218715.0,190952.0,29980.0,990761.0,6888.0
2023-07-14,3209393.0,1231624.0,198119.0,163840.0,28489.0,986748.0,5588.0
2023-07-15,2326054.0,889709.0,124007.0,107124.0,18043.0,983132.0,2409.0
2023-07-16,1599858.0,583645.0,89763.0,72406.0,16496.0,817659.0,1559.0
2023-07-17,3282092.0,1310810.0,205378.0,182216.0,27637.0,964710.0,6345.0
2023-07-18,3584819.0,1313665.0,225299.0,204203.0,29105.0,944208.0,6766.0
2023-07-19,3679343.0,1342781.0,224202.0,203857.0,30527.0,969944.0,6938.0
2023-07-20,3711017.0,1333607.0,224327.0,197400.0,29745.0,1004167.0,6858.0
2023-07-21,3227154.0,1211839.0,201177.0,176892.0,27485.0,1000836.0,5389.0
2023-07-22,2459990.0,894490.0,133328.0,93215.0,18283.0,1005606.0,2117.0
2023-07-23,1984503.0,723774.0,116485.0,94729.0,18021.0,988636.0,1511.0
2023-07-24,3255379.0,1302964.0,206025.0,180716.0,27222.0,948855.0,6175.0
2023-07-25,3630414.0,1307716.0,226651.0,211053.0,29285.0,939926.0,7050.0
2023-07-26,3758378.0,1382345.0,226363.0,210315.0,30501.0,977673.0,7298.0
2023-07-27,3580012.0,1313385.0,219460.0,187729.0,28692.0,973315.0,6788.0
2023-07-28,3266199.0,1246295.0,205845.0,170128.0,27522.0,1023958.0,5631.0
2023-07-29,2251524.0,856921.0,120457.0,100508.0,16747.0,957063.0,2314.0
2023-07-30,1952433.0,705279.0,116784.0,91861.0,17450.0,989071.0,2077.0
2023-07-31,3204920.0,1283835.0,205976.0,185348.0,26682.0,969712.0,6161.0
2023-08-01,3598379.0,1357252.0,221518.0,199547.0,29354.0,954649.0,7060.0
2023-08-02,3640307.0,1359233.0,219641.0,201003.0,30380.0,964978.0,6913.0
2023-08-03,3609076.0,1350472.0,220565.0,197044.0,30483.0,994978.0,6753.0
2023-08-04,3228510.0,1241122.0,193528.0,171533.0,28128.0,987994.0,5593.0
2023-08-05,2364364.0,879423.0,122596.0,114660.0,18835.0,969702.0,2838.0
2023-08-06,1910841.0,715130.0,107399.0,96010.0,18805.0,956499.0,2171.0
2023-08-07,3041001.0,1208443.0,191530.0,163799.0,27174.0,901342.0,5884.0
2023-08-08,3510047.0,1339073.0,218555.0,193867.0,29435.0,933802.0,7035.0
2023-08-09,3613062.0,1369095.0,224241.0,192028.0,30849.0,960119.0,6858.0
2023-08-10,3429304.0,1262073.0,208782.0,178768.0,29758.0,956875.0,6333.0
2023-08-11,3311714.0,1275618.0,206947.0,171116.0,29109.0,1018825.0,6119.0
2023-08-12,2366787.0,844749.0,131586.0,109269.0,18390.0,970527.0,2835.0
2023-08-13,1953558.0,690541.0,112932.0,93730.0,18071.0,965362.0,2196.0
2023-08-14,3092801.0,1246445.0,201352.0,168873.0,27185.0,939920.0,6051.0
2023-08-15,3385996.0,1273782.0,212116.0,187441.0,29122.0,924053.0,6680.0
2023-08-16,3447648.0,1300953.0,217398.0,190267.0,30763.0,956351.0,6652.0
2023-08-17,3385056.0,1275993.0,212321.0,180631.0,30045.0,975018.0,6360.0
2023-08-18,3182516.0,1208502.0,208639.0,174410.0,27468.0,999976.0,5361.0
2023-08-19,2358962.0,856814.0,144076.0,124069.0,19246.0,983353.0,2665.0
2023-08-20,1870625.0,689829.0,101351.0,94332.0,18004.0,958807.0,2065.0
2023-08-21,2971166.0,1199440.0,198534.0,170102.0,26325.0,929844.0,5857.0
2023-08-22,3352769.0,1263459.0,213724.0,194321.0,28913.0,928605.0,6463.0
2023-08-23,3412842.0,1272485.0,215258.0,192053.0,30187.0,954470.0,6566.0
2023-08-24,3297927.0,1201155.0,204439.0,176827.0,28689.0,958830.0,6191.0
2023-08-25,3034255.0,1143010.0,191119.0,153854.0,26511.0,953126.0,4891.0
2023-08-26,2281885.0,844428.0,122930.0,100194.0,18024.0,954892.0,2700.0
2023-08-27,1909806.0,702984.0,106913.0,85878.0,18022.0,943519.0,2088.0
2023-08-28,3121505.0,1240688.0,215843.0,170897.0,26613.0,932328.0,6179.0
2023-08-29,3401088.0,1284953.0,235092.0,189077.0,28250.0,930248.0,6677.0
2023-08-30,3462970.0,1267435.0,230912.0,180304.0,29450.0,959898.0,6639.0
2023-08-31,3450532.0,1315113.0,229477.0,176676.0,29312.0,1017088.0,6537.0
2023-09-01,3196284.0,1225370.0,202450.0,152974.0,28920.0,1025352.0,5372.0
2023-09-02,2307416.0,842591.0,132551.0,107230.0,18536.0,939962.0,2633.0
2023-09-03,2013506.0,692079.0,119566.0,90729.0,19598.0,939811.0,2185.0
2023-09-04,1879819.0,686326.0,114475.0,87538.0,12292.0,856049.0,2188.0
2023-09-05,3483755.0,1349438.0,239334.0,218899.0,29869.0,969997.0,6739.0
2023-09-06,3712071.0,1395521.0,238477.0,211126.0,32290.0,963978.0,6909.0
2023-09-07,3867746.0,1441437.0,226937.0,206910.0,31704.0,981360.0,7044.0
2023-09-08,3609701.0,1365283.0,225125.0,183785.0,30083.0,1015782.0,6257.0
2023-09-09,2425515.0,840378.0,125177.0,102373.0,17897.0,953082.0,2575.0
2023-09-10,1822230.0,626222.0,96835.0,81850.0,17916.0,870988.0,1623.0
2023-09-11,3596538.0,1400268.0,213280.0,191592.0,29057.0,911493.0,7182.0
2023-09-12,4014480.0,1519571.0,241196.0,221092.0,31779.0,955533.0,8031.0
2023-09-13,3938516.0,1482320.0,229765.0,210001.0,31900.0,936338.0,7787.0
2023-09-14,4045169.0,1517040.0,232039.0,206374.0,32717.0,989072.0,7847.0
2023-09-15,3694845.0,1398937.0,225904.0,192398.0,30957.0,1022344.0,6429.0
2023-09-16,2446139.0,881354.0,117997.0,115065.0,18923.0,972924.0,2864.0
2023-09-17,1988003.0,666392.0,107302.0,96229.0,18330.0,902993.0,2197.0
2023-09-18,3539047.0,1294777.0,215151.0,192103.0,28341.0,876621.0,7010.0
2023-09-19,4140301.0,1480863.0,241135.0,224426.0,31109.0,934708.0,8652.0
2023-09-20,4179861.0,1478618.0,242203.0,219540.0,32181.0,958671.0,8671.0
2023-09-21,4139288.0,1478606.0,232409.0,211375.0,31455.0,978561.0,8554.0
2023-09-22,3840412.0,1403811.0,223821.0,194197.0,30086.0,1020253.0,7175.0
2023-09-23,2116140.0,682092.0,96073.0,86985.0,15680.0,803480.0,2012.0
2023-09-24,1701656.0,562224.0,83669.0,75103.0,15255.0,742634.0,1863.0
2023-09-25,2885921.0,1035021.0,194611.0,175651.0,24609.0,812779.0,5320.0
2023-09-26,3946624.0,1393963.0,235620.0,214987.0,30558.0,909652.0,7655.0
2023-09-27,4074930.0,1463309.0,232823.0,212978.0,32758.0,943929.0,7877.0
2023-09-28,4051444.0,1433729.0,227819.0,201304.0,31804.0,965165.0,7587.0
2023-09-29,2467295.0,1053306.0,188008.0,128570.0,29054.0,826445.0,5183.0
2023-09-30,2205573.0,789587.0,104842.0,100703.0,16536.0,864863.0,1936.0
2023-10-01,1995361.0,669243.0,94222.0,92724.0,18586.0,898064.0,1984.0
2023-10-02,3649389.0,1390842.0,208901.0,183892.0,28672.0,931216.0,7289.0
2023-10-03,4008201.0,1471939.0,235305.0,214111.0,32295.0,937269.0,7953.0
2023-10-04,4026878.0,1467384.0,231999.0,209399.0,33186.0,949285.0,7928.0
2023-10-05,4030304.0,1457151.0,233470.0,207356.0,32414.0,973371.0,7814.0
2023-10-06,3639729.0,1325428.0,225040.0,193065.0,30643.0,1000568.0,6284.0
2023-10-07,2199478.0,720734.0,105975.0,95026.0,16919.0,842763.0,2010.0
2023-10-08,2044534.0,654443.0,98315.0,105952.0,18471.0,896319.0,2722.0
2023-10-09,2833654.0,1023375.0,206491.0,189567.0,21655.0,905490.0,4576.0
2023-10-10,3954925.0,1423532.0,239967.0,220445.0,31970.0,935467.0,8356.0
2023-10-11,4056504.0,1451764.0,236033.0,214437.0,33382.0,950384.0,8630.0
2023-10-12,4104598.0,1436967.0,248974.0,215284.0,32865.0,988904.0,8255.0
2023-10-13,3560964.0,1322576.0,226873.0,193658.0,31134.0,1002148.0,6429.0
2023-10-14,2219786.0,717223.0,110177.0,96158.0,17155.0,873287.0,2298.0
2023-10-15,2013096.0,689581.0,102493.0,100633.0,18455.0,911179.0,2148.0
2023-10-16,3661144.0,1381665.0,228147.0,203627.0,29453.0,925864.0,7735.0
2023-10-17,4021342.0,1439468.0,243917.0,222110.0,31921.0,944335.0,8354.0
2023-10-18,4074460.0,1440292.0,236072.0,213952.0,33615.0,948559.0,8356.0
2023-10-19,4121563.0,1440111.0,234999.0,212946.0,32909.0,986310.0,8148.0
2023-10-20,3616336.0,1232782.0,222385.0,192383.0,29766.0,961759.0,6272.0
2023-10-21,2438387.0,793917.0,113139.0,101963.0,17530.0,907106.0,2464.0
2023-10-22,1983271.0,678536.0,98471.0,93659.0,18954.0,928307.0,2021.0
2023-10-23,3667240.0,1375311.0,221569.0,199199.0,29261.0,925334.0,7615.0
2023-10-24,4040571.0,1431006.0,241544.0,218201.0,31757.0,932897.0,8176.0
2023-10-25,4120011.0,1443766.0,237292.0,217420.0,32821.0,947018.0,8368.0
2023-10-26,4142420.0,1431016.0,242021.0,215171.0,32549.0,985290.0,8147.0
2023-10-27,3853546.0,1348576.0,229895.0,203068.0,31164.0,1027312.0,6705.0
2023-10-28,2743759.0,874941.0,124172.0,139276.0,20126.0,1019478.0,2995.0
2023-10-29,1834459.0,589929.0,86843.0,80705.0,18145.0,871500.0,1766.0
2023-10-30,3623778.0,1314380.0,225140.0,197550.0,29075.0,893690.0,7287.0
2023-10-31,4016482.0,1334020.0,224816.0,203951.0,30712.0,873724.0,7789.0
2023-11-01,4043524.0,1369637.0,226067.0,208249.0,32374.0,927384.0,8010.0
2023-11-02,4082807.0,1380510.0,231370.0,206350.0,32242.0,953269.0,7997.0
2023-11-03,3808235.0,1307247.0,218703.0,193580.0,31816.0,980512.0,6755.0
2023-11-04,2588115.0,832986.0,122433.0,123922.0,19920.0,945189.0,2582.0
2023-11-05,2310457.0,614666.0,109258.0,109891.0,16889.0,791269.0,3407.0
2023-11-06,3686141.0,1349481.0,225898.0,198934.0,30167.0,923453.0,7474.0
2023-11-07,3655078.0,1270763.0,238656.0,215344.0,30843.0,891546.0,6785.0
2023-11-08,4066029.0,1401268.0,238727.0,213738.0,33515.0,937630.0,8306.0
2023-11-09,4020939.0,1376822.0,235844.0,210130.0,32982.0,980310.0,7929.0
2023-11-10,3611367.0,1250528.0,224512.0,200669.0,25506.0,974996.0,5596.0
2023-11-11,2588540.0,817146.0,122170.0,118398.0,18654.0,939492.0,2712.0
2023-11-12,1947270.0,642431.0,99171.0,91623.0,19187.0,891716.0,1958.0
2023-11-13,3597029.0,1320693.0,225204.0,194691.0,30479.0,907109.0,7353.0
2023-11-14,3991767.0,1382768.0,235487.0,214218.0,33027.0,921728.0,8271.0
2023-11-15,4036442.0,1389217.0,235718.0,214486.0,34166.0,941983.0,8322.0
2023-11-16,4048862.0,1391273.0,235070.0,207671.0,34102.0,978274.0,8010.0
2023-11-17,3741391.0,1303240.0,227909.0,201231.0,31496.0,999520.0,6792.0
2023-11-18,2477547.0,831053.0,124053.0,120273.0,19452.0,946515.0,2630.0
2023-11-19,1943926.0,657965.0,100792.0,100924.0,19835.0,867625.0,2058.0
2023-11-20,3647283.0,1300978.0,228502.0,203599.0,30889.0,925548.0,7426.0
2023-11-21,3774952.0,1254277.0,236079.0,213162.0,32139.0,977248.0,7467.0
2023-11-22,3378351.0,1160847.0,254968.0,220030.0,28409.0,985528.0,6524.0
2023-11-23,1628385.0,471662.0,116969.0,107690.0,21741.0,898291.0,2257.0
2023-11-24,2457591.0,807221.0,215833.0,197178.0,15381.0,818916.0,3718.0
2023-11-25,2123590.0,696466.0,124716.0,117682.0,14245.0,866561.0,2454.0
2023-11-26,1686490.0,566395.0,101486.0,95729.0,16900.0,864505.0,1834.0
2023-11-27,3523494.0,1253990.0,228127.0,200017.0,29418.0,921303.0,7294.0
2023-11-28,3916476.0,1279327.0,234794.0,216450.0,31716.0,914381.0,7835.0
2023-11-29,4032882.0,1268990.0,234738.0,212929.0,32809.0,915384.0,7851.0
2023-11-30,4072271.0,1340370.0,236142.0,210592.0,32650.0,945909.0,7737.0
2023-12-01,3723171.0,1226677.0,185151.0,164628.0,31284.0,947287.0,6432.0
2023-12-02,2748170.0,826725.0,126374.0,125483.0,19675.0,903346.0,2618.0
2023-12-03,1827959.0,553618.0,87340.0,76999.0,18450.0,778118.0,1633.0
2023-12-04,3709458.0,1312507.0,223257.0,201080.0,30841.0,900224.0,7559.0
2023-12-05,3991835.0,1346216.0,243329.0,224065.0,33235.0,914419.0,7964.0
2023-12-06,4116059.0,1350594.0,230920.0,211076.0,33502.0,936802.0,7951.0
2023-12-07,4088438.0,1314833.0,231114.0,204586.0,32511.0,960536.0,7424.0
2023-12-08,3863961.0,1261796.0,225208.0,198539.0,31875.0,972091.0,6435.0
2023-12-09,2922085.0,828894.0,156237.0,147745.0,20580.0,944411.0,3181.0
2023-12-10,1838048.0,539117.0,90884.0,82225.0,17542.0,779314.0,1648.0
2023-12-11,3642743.0,1213923.0,219022.0,191110.0,29271.0,894318.0,6949.0
2023-12-12,4051574.0,1309303.0,236348.0,219393.0,33458.0,935591.0,7655.0
2023-12-13,4067457.0,1314167.0,238451.0,215546.0,34323.0,959767.0,7859.0
2023-12-14,4122091.0,1296909.0,236516.0,213415.0,33406.0,988876.0,7414.0
2023-12-15,3845234.0,1246465.0,235800.0,208572.0,32517.0,1011336.0,6540.0
2023-12-16,2866544.0,814457.0,149340.0,149013.0,20483.0,972314.0,3085.0
2023-12-17,1954707.0,569005.0,96415.0,88502.0,18445.0,809015.0,1787.0
2023-12-18,3314782.0,1082334.0,201289.0,174850.0,28309.0,809201.0,5381.0
2023-12-19,3912934.0,1275002.0,244031.0,213625.0,32542.0,946648.0,7555.0
2023-12-20,3838407.0,1245547.0,236060.0,206420.0,33205.0,964384.0,7363.0
2023-12-21,3675448.0,1200899.0,229252.0,199411.0,31713.0,976632.0,6860.0
2023-12-22,3372318.0,1110555.0,231036.0,206169.0,29324.0,979372.0,5878.0
2023-12-23,2244175.0,708808.0,139904.0,130053.0,17627.0,876791.0,2700.0
